language,agent,model,effort,run_id,eval,score_count,score_total,score_pct,wall_min,input_tokens,output_tokens,cost_usd,tools,files,loc,result_link,transcript_link,last_message
py,codex-cli,gpt-5.4,xhigh,3,eval1,449,542,82.8,31.4,4600000.0,97000.0,2.9,59.0,2.0,2588.0,../../results/cncsim-full-py/codex-cli/gpt-5.4_xhigh/eval1/run3/result.json,../../results/cncsim-full-py/codex-cli/gpt-5.4_xhigh/eval1/run3/transcript.jsonl,Claims complete; thin `main.py` wrapper + core in `rs274_sim.py`.
py,codex-cli,gpt-5.3-codex,xhigh,1,eval1,409,542,75.5,52.8,9600000.0,67000.0,3.53,57.0,2.0,2519.0,../../results/cncsim-full-py/codex-cli/gpt-5.3-codex_xhigh/eval1/run1/result.json,../../results/cncsim-full-py/codex-cli/gpt-5.3-codex_xhigh/eval1/run1/transcript.jsonl,"Claims complete (""Implemented."")."
py,codex-cli,gpt-5.3-codex,xhigh,2,eval1,262,542,48.3,40.6,12700000.0,89000.0,3.73,82.0,1.0,2540.0,../../results/cncsim-full-py/codex-cli/gpt-5.3-codex_xhigh/eval1/run2/result.json,../../results/cncsim-full-py/codex-cli/gpt-5.3-codex_xhigh/eval1/run2/transcript.jsonl,Claims complete; full CLI simulator in `output/main.py`.
py,codex-cli,gpt-5.3-codex,xhigh,3,eval1,460,542,84.9,23.7,6700000.0,45000.0,2.28,49.0,1.0,2231.0,../../results/cncsim-full-py/codex-cli/gpt-5.3-codex_xhigh/eval1/run3/result.json,../../results/cncsim-full-py/codex-cli/gpt-5.3-codex_xhigh/eval1/run3/transcript.jsonl,Claims complete; single-file `main.py`.
py,codex-cli,gpt-5.4-mini,xhigh,1,eval1,0,542,0.0,32.9,,,,,0.0,0.0,../../results/cncsim-full-py/codex-cli/gpt-5.4-mini_xhigh/eval1/run1/result.json,../../results/cncsim-full-py/codex-cli/gpt-5.4-mini_xhigh/eval1/run1/transcript.jsonl,"Incomplete; context-exhausted mid-spec-review (""a few cycle details are underspecified...""); wrote no code."
py,codex-cli,gpt-5.4-mini,xhigh,2,eval1,0,542,0.0,24.1,,,,,0.0,0.0,../../results/cncsim-full-py/codex-cli/gpt-5.4-mini_xhigh/eval1/run2/result.json,../../results/cncsim-full-py/codex-cli/gpt-5.4-mini_xhigh/eval1/run2/transcript.jsonl,"Incomplete; context-exhausted mid-implementation (""I'm implementing the interpreter now: parser, modal state machine, motion/cycle expansion...""); wrote no code."
py,codex-cli,gpt-5.4-mini,xhigh,3,eval1,402,542,74.2,62.5,29100000.0,436000.0,5.05,290.0,1.0,2946.0,../../results/cncsim-full-py/codex-cli/gpt-5.4-mini_xhigh/eval1/run3/result.json,../../results/cncsim-full-py/codex-cli/gpt-5.4-mini_xhigh/eval1/run3/transcript.jsonl,Claims complete; `output/main.py` plus thin wrapper at `main.py`.
py,codex-cli,gpt-5.2-codex,xhigh,1,eval1,450,542,83.0,84.5,23700000.0,228000.0,8.43,153.0,1.0,2610.0,../../results/cncsim-full-py/codex-cli/gpt-5.2-codex_xhigh/eval1/run1/result.json,../../results/cncsim-full-py/codex-cli/gpt-5.2-codex_xhigh/eval1/run1/transcript.jsonl,"Claims complete; full RS274/NGC simulator in single `main.py` with parsing, modal state, motion, canned cycles, probing, tool/param I/O, and trace stepping."
py,codex-cli,gpt-5.2-codex,xhigh,2,eval1,461,542,85.1,91.1,29200000.0,229000.0,8.97,184.0,1.0,2388.0,../../results/cncsim-full-py/codex-cli/gpt-5.2-codex_xhigh/eval1/run2/result.json,../../results/cncsim-full-py/codex-cli/gpt-5.2-codex_xhigh/eval1/run2/transcript.jsonl,"Claims complete; noted percent-delimited files, optional carousel slots, G93 inverse-time feed, probe box/tool rules, unit scaling for length state, per-submotion error indices, spindle state transitions in canned cycles."
py,codex-cli,gpt-5.2-codex,xhigh,3,eval1,436,542,80.4,81.6,16200000.0,244000.0,6.99,103.0,8.0,2250.0,../../results/cncsim-full-py/codex-cli/gpt-5.2-codex_xhigh/eval1/run3/result.json,../../results/cncsim-full-py/codex-cli/gpt-5.2-codex_xhigh/eval1/run3/transcript.jsonl,"Claims complete; multi-file Python implementation with state model, trace engine, tool/parameter file handling, canned cycles."
py,codex-cli,gpt-5.2,high,1,eval1,244,542,45.0,35.7,11200000.0,102000.0,3.49,63.0,11.0,2661.0,../../results/cncsim-full-py/codex-cli/gpt-5.2_high/eval1/run1/result.json,../../results/cncsim-full-py/codex-cli/gpt-5.2_high/eval1/run1/transcript.jsonl,Claims complete; stdlib-only Python 3.11+ simulator.
py,codex-cli,gpt-5.2,high,2,eval1,432,542,79.7,46.8,12900000.0,133000.0,4.48,63.0,13.0,2889.0,../../results/cncsim-full-py/codex-cli/gpt-5.2_high/eval1/run2/result.json,../../results/cncsim-full-py/codex-cli/gpt-5.2_high/eval1/run2/transcript.jsonl,Claims complete; stdlib-only Python simulator with `output/main.py` entrypoint.
py,codex-cli,gpt-5.2,high,3,eval1,448,542,82.7,58.4,17600000.0,157000.0,5.67,74.0,11.0,2822.0,../../results/cncsim-full-py/codex-cli/gpt-5.2_high/eval1/run3/result.json,../../results/cncsim-full-py/codex-cli/gpt-5.2_high/eval1/run3/transcript.jsonl,Claims complete; stdlib-only RS274/NGC simulator CLI.
py,codex-cli,gpt-5.1-codex-max,xhigh,1,eval1,284,542,52.4,12.3,3300000.0,42000.0,1.35,51.0,1.0,1504.0,../../results/cncsim-full-py/codex-cli/gpt-5.1-codex-max_xhigh/eval1/run1/result.json,../../results/cncsim-full-py/codex-cli/gpt-5.1-codex-max_xhigh/eval1/run1/transcript.jsonl,Claims complete.
py,codex-cli,gpt-5.1-codex-max,xhigh,2,eval1,339,542,62.5,28.7,10500000.0,99000.0,3.68,82.0,1.0,1894.0,../../results/cncsim-full-py/codex-cli/gpt-5.1-codex-max_xhigh/eval1/run2/result.json,../../results/cncsim-full-py/codex-cli/gpt-5.1-codex-max_xhigh/eval1/run2/transcript.jsonl,Claims complete.
py,codex-cli,gpt-5.1-codex-max,xhigh,3,eval1,314,542,57.9,19.2,5400000.0,68000.0,2.03,46.0,1.0,1723.0,../../results/cncsim-full-py/codex-cli/gpt-5.1-codex-max_xhigh/eval1/run3/result.json,../../results/cncsim-full-py/codex-cli/gpt-5.1-codex-max_xhigh/eval1/run3/transcript.jsonl,Claims complete.
py,codex-cli,gpt-5,high,1,eval1,4,542,0.7,11.2,3200000.0,77000.0,1.28,45.0,1.0,133.0,../../results/cncsim-full-py/codex-cli/gpt-5_high/eval1/run1/result.json,../../results/cncsim-full-py/codex-cli/gpt-5_high/eval1/run1/transcript.jsonl,"Incomplete; acknowledged — ""didn't finish implementing the full RS274 execution engine... interpreter and motion engine are not fully implemented."" Wrote CLI shell only (133 LOC)."
py,codex-cli,gpt-5,high,2,eval1,335,542,61.8,16.3,6500000.0,77000.0,1.81,56.0,1.0,1783.0,../../results/cncsim-full-py/codex-cli/gpt-5_high/eval1/run2/result.json,../../results/cncsim-full-py/codex-cli/gpt-5_high/eval1/run2/transcript.jsonl,Claims complete; self-contained pure-Python RS274/NGC simulator.
py,codex-cli,gpt-5,high,3,eval1,10,542,1.8,10.0,4700000.0,57000.0,1.24,41.0,2.0,648.0,../../results/cncsim-full-py/codex-cli/gpt-5_high/eval1/run3/result.json,../../results/cncsim-full-py/codex-cli/gpt-5_high/eval1/run3/transcript.jsonl,Claims complete but failed 532/542; built CLI with partial motion/canned-cycle coverage that runtime-broke on most programs.
py,codex-cli,gpt-5.1,high,1,eval1,205,542,37.8,11.3,3400000.0,69000.0,1.2,40.0,1.0,1557.0,../../results/cncsim-full-py/codex-cli/gpt-5.1_high/eval1/run1/result.json,../../results/cncsim-full-py/codex-cli/gpt-5.1_high/eval1/run1/transcript.jsonl,Claims complete; stdlib-only standalone simulator with required CLI.
py,codex-cli,gpt-5.1,high,2,eval1,4,542,0.7,12.3,4600000.0,63000.0,1.31,57.0,2.0,1155.0,../../results/cncsim-full-py/codex-cli/gpt-5.1_high/eval1/run2/result.json,../../results/cncsim-full-py/codex-cli/gpt-5.1_high/eval1/run2/transcript.jsonl,"Incomplete; acknowledged — ""currently supports only a subset of the full specification."" Wrote simulator that runs but fails 538/542."
py,codex-cli,gpt-5.1,high,3,eval1,198,542,36.5,13.8,5900000.0,78000.0,1.61,44.0,9.0,1938.0,../../results/cncsim-full-py/codex-cli/gpt-5.1_high/eval1/run3/result.json,../../results/cncsim-full-py/codex-cli/gpt-5.1_high/eval1/run3/transcript.jsonl,Claims complete; multi-file stdlib-only Python implementation.
py,codex-cli,gpt-5.1-codex-mini,,1,eval1,179,542,33.0,13.1,4100000.0,94000.0,0.33,36.0,1.0,975.0,../../results/cncsim-full-py/codex-cli/gpt-5.1-codex-mini/eval1/run1/result.json,../../results/cncsim-full-py/codex-cli/gpt-5.1-codex-mini/eval1/run1/transcript.jsonl,"Claims complete; built full interpreter entry point with expression grammar, modal state, tool/parameter handling."
py,codex-cli,gpt-5.1-codex-mini,,2,eval1,15,542,2.8,5.5,1200000.0,38000.0,0.12,22.0,1.0,240.0,../../results/cncsim-full-py/codex-cli/gpt-5.1-codex-mini/eval1/run2/result.json,../../results/cncsim-full-py/codex-cli/gpt-5.1-codex-mini/eval1/run2/transcript.jsonl,"Incomplete; acknowledged ""core interpreter is not built yet"" — scaffolding only (CLI, readers, data model, stub `Simulator.run`)."
py,codex-cli,gpt-5.1-codex-mini,,3,eval1,74,542,13.6,6.2,1500000.0,44000.0,0.14,28.0,1.0,664.0,../../results/cncsim-full-py/codex-cli/gpt-5.1-codex-mini/eval1/run3/result.json,../../results/cncsim-full-py/codex-cli/gpt-5.1-codex-mini/eval1/run3/transcript.jsonl,"Incomplete; opened with ""Status Unknown"" and acknowledged file ""contains syntactic mistakes... will not run yet."""
py,copilot-cli,claude-haiku-4.5,,eval2/1,eval2,212,542,39.1,11.8,5600000.0,66000.0,,0.0,6.0,1835.0,../../results/cncsim-full-py/copilot-cli/claude-haiku-4.5/eval2/run1/result.json,../../results/cncsim-full-py/copilot-cli/claude-haiku-4.5/eval2/run1/transcript.jsonl,Claims complete.
rs,codex-cli,gpt-5.3-codex,xhigh,1,eval1,434,542,80.1,65.7,6300000.0,162000.0,3.81,61.0,1.0,3932.0,../../results/cncsim-full-rs/codex-cli/gpt-5.3-codex_xhigh/eval1/run1/result.json,../../results/cncsim-full-rs/codex-cli/gpt-5.3-codex_xhigh/eval1/run1/transcript.jsonl,Claims complete; standard Cargo Rust project.
rs,codex-cli,gpt-5.3-codex,xhigh,2,eval1,447,542,82.5,61.1,9000000.0,123000.0,3.65,94.0,1.0,3416.0,../../results/cncsim-full-rs/codex-cli/gpt-5.3-codex_xhigh/eval1/run2/result.json,../../results/cncsim-full-rs/codex-cli/gpt-5.3-codex_xhigh/eval1/run2/transcript.jsonl,Claims complete; standard Rust Cargo project under `output/`.
rs,codex-cli,gpt-5.3-codex,xhigh,3,eval1,443,542,81.7,34.6,6400000.0,71000.0,2.54,41.0,1.0,3655.0,../../results/cncsim-full-rs/codex-cli/gpt-5.3-codex_xhigh/eval1/run3/result.json,../../results/cncsim-full-rs/codex-cli/gpt-5.3-codex_xhigh/eval1/run3/transcript.jsonl,Claims complete; standard Cargo project.
rs,codex-cli,gpt-5.4,xhigh,1,eval1,261,542,48.2,50.1,18500000.0,134000.0,7.88,141.0,7.0,4111.0,../../results/cncsim-full-rs/codex-cli/gpt-5.4_xhigh/eval1/run1/result.json,../../results/cncsim-full-rs/codex-cli/gpt-5.4_xhigh/eval1/run1/transcript.jsonl,Claims complete; Rust CLI simulator with 7-file module layout.
rs,codex-cli,gpt-5.4,xhigh,2,eval1,424,542,78.2,45.7,14100000.0,133000.0,6.17,111.0,5.0,4160.0,../../results/cncsim-full-rs/codex-cli/gpt-5.4_xhigh/eval1/run2/result.json,../../results/cncsim-full-rs/codex-cli/gpt-5.4_xhigh/eval1/run2/transcript.jsonl,Claims complete; Rust CLI simulator; noted `cargo build --release --manifest-…`.
rs,codex-cli,gpt-5.4,xhigh,3,eval1,264,542,48.7,69.1,10500000.0,100000.0,4.75,91.0,1.0,3707.0,../../results/cncsim-full-rs/codex-cli/gpt-5.4_xhigh/eval1/run3/result.json,../../results/cncsim-full-rs/codex-cli/gpt-5.4_xhigh/eval1/run3/transcript.jsonl,Claims complete; single-file `src/main.rs`.
rs,codex-cli,gpt-5.4-mini,xhigh,1,eval1,369,542,68.1,38.9,24500000.0,267000.0,3.93,176.0,7.0,4221.0,../../results/cncsim-full-rs/codex-cli/gpt-5.4-mini_xhigh/eval1/run1/result.json,../../results/cncsim-full-rs/codex-cli/gpt-5.4-mini_xhigh/eval1/run1/transcript.jsonl,Claims complete; Rust simulator with 7-file module layout under `output/Cargo.toml`.
rs,codex-cli,gpt-5.4-mini,xhigh,2,eval1,249,542,45.9,99.0,36000000.0,684000.0,7.05,329.0,3.0,4105.0,../../results/cncsim-full-rs/codex-cli/gpt-5.4-mini_xhigh/eval1/run2/result.json,../../results/cncsim-full-rs/codex-cli/gpt-5.4-mini_xhigh/eval1/run2/transcript.jsonl,Claims complete; std-only Rust 2021 Cargo project with cycle engine in `output/src/sim.rs`.
rs,codex-cli,gpt-5.4-mini,xhigh,3,eval1,247,542,45.6,73.5,35600000.0,519000.0,6.09,315.0,11.0,4692.0,../../results/cncsim-full-rs/codex-cli/gpt-5.4-mini_xhigh/eval1/run3/result.json,../../results/cncsim-full-rs/codex-cli/gpt-5.4-mini_xhigh/eval1/run3/transcript.jsonl,Claims complete; 11-file Rust 2021 Cargo binary.
rs,codex-cli,gpt-5.2-codex,xhigh,1,eval1,260,542,48.0,64.8,13400000.0,192000.0,5.52,104.0,1.0,2690.0,../../results/cncsim-full-rs/codex-cli/gpt-5.2-codex_xhigh/eval1/run1/result.json,../../results/cncsim-full-rs/codex-cli/gpt-5.2-codex_xhigh/eval1/run1/transcript.jsonl,"Claims complete; full CLI with RS274 modal handling, motion, probing, parameter/tool-table I/O."
rs,codex-cli,gpt-5.2-codex,xhigh,2,eval1,438,542,80.8,78.3,18400000.0,202000.0,6.62,112.0,1.0,2929.0,../../results/cncsim-full-rs/codex-cli/gpt-5.2-codex_xhigh/eval1/run2/result.json,../../results/cncsim-full-rs/codex-cli/gpt-5.2-codex_xhigh/eval1/run2/transcript.jsonl,"Claims complete; noted RS274 alignment — G53 axis-word enforcement, coord-system-under-CRC blocking, G38.2 probe constraints, G87 XY-plane requirement, per-submotion error-segment indexing for G28/G30."
rs,codex-cli,gpt-5.2-codex,xhigh,3,eval1,223,542,41.1,92.1,25400000.0,262000.0,8.83,138.0,1.0,3509.0,../../results/cncsim-full-rs/codex-cli/gpt-5.2-codex_xhigh/eval1/run3/result.json,../../results/cncsim-full-rs/codex-cli/gpt-5.2-codex_xhigh/eval1/run3/transcript.jsonl,"Claims complete; standalone Rust std-only Cargo project with full CLI, parsing, motion (G0/G1/G2/G3), probing, G28/G30, G10/G92, canned cycles (G81–G89)."
rs,codex-cli,gpt-5.2,high,1,eval1,268,542,49.4,104.4,40700000.0,285000.0,11.92,255.0,10.0,6040.0,../../results/cncsim-full-rs/codex-cli/gpt-5.2_high/eval1/run1/result.json,../../results/cncsim-full-rs/codex-cli/gpt-5.2_high/eval1/run1/transcript.jsonl,Claims complete; dependency-free Cargo project with stable Rust 2021 tooling.
rs,codex-cli,gpt-5.2,high,2,eval1,262,542,48.3,72.8,22700000.0,199000.0,7.3,138.0,9.0,4480.0,../../results/cncsim-full-rs/codex-cli/gpt-5.2_high/eval1/run2/result.json,../../results/cncsim-full-rs/codex-cli/gpt-5.2_high/eval1/run2/transcript.jsonl,Claims complete; dependency-free Rust simulator.
rs,codex-cli,gpt-5.2,high,3,eval1,266,542,49.1,72.7,20700000.0,211000.0,7.16,112.0,8.0,5169.0,../../results/cncsim-full-rs/codex-cli/gpt-5.2_high/eval1/run3/result.json,../../results/cncsim-full-rs/codex-cli/gpt-5.2_high/eval1/run3/transcript.jsonl,Claims complete; dependency-free Rust RS274/NGC simulator.
rs,codex-cli,gpt-5.1,high,1,eval1,165,542,30.4,12.4,4300000.0,76000.0,1.37,38.0,1.0,1969.0,../../results/cncsim-full-rs/codex-cli/gpt-5.1_high/eval1/run1/result.json,../../results/cncsim-full-rs/codex-cli/gpt-5.1_high/eval1/run1/transcript.jsonl,"Claims complete; std-only Cargo project, single-file `main.rs`."
rs,codex-cli,gpt-5.1,high,2,eval1,302,542,55.7,20.6,14500000.0,106000.0,3.01,72.0,1.0,2838.0,../../results/cncsim-full-rs/codex-cli/gpt-5.1_high/eval1/run2/result.json,../../results/cncsim-full-rs/codex-cli/gpt-5.1_high/eval1/run2/transcript.jsonl,Claims complete; single-file Cargo project building with `cargo build --release`.
rs,codex-cli,gpt-5.1,high,3,eval1,186,542,34.3,13.2,4500000.0,90000.0,1.53,29.0,5.0,2140.0,../../results/cncsim-full-rs/codex-cli/gpt-5.1_high/eval1/run3/result.json,../../results/cncsim-full-rs/codex-cli/gpt-5.1_high/eval1/run3/transcript.jsonl,Claims complete; multi-file Cargo project with module layout.
rs,codex-cli,gpt-5.1-codex-max,xhigh,1,eval1,165,542,30.4,19.5,4000000.0,71000.0,1.95,49.0,1.0,364.0,../../results/cncsim-full-rs/codex-cli/gpt-5.1-codex-max_xhigh/eval1/run1/result.json,../../results/cncsim-full-rs/codex-cli/gpt-5.1-codex-max_xhigh/eval1/run1/transcript.jsonl,"Claims complete but acknowledged limitations — ""Arcs, canned cycles, probing, cutter compensation, tool tables, and most non-modal"" features not implemented. Minimal 364-LOC scaffold."
rs,codex-cli,gpt-5.1-codex-max,xhigh,2,eval1,299,542,55.2,12.2,3000000.0,45000.0,1.21,37.0,1.0,1705.0,../../results/cncsim-full-rs/codex-cli/gpt-5.1-codex-max_xhigh/eval1/run2/result.json,../../results/cncsim-full-rs/codex-cli/gpt-5.1-codex-max_xhigh/eval1/run2/transcript.jsonl,Claims complete; standalone std-only RS274/NGC simulator.
rs,codex-cli,gpt-5.1-codex-max,xhigh,3,eval1,180,542,33.2,86.2,7400000.0,114000.0,3.23,73.0,1.0,2776.0,../../results/cncsim-full-rs/codex-cli/gpt-5.1-codex-max_xhigh/eval1/run3/result.json,../../results/cncsim-full-rs/codex-cli/gpt-5.1-codex-max_xhigh/eval1/run3/transcript.jsonl,"Claims complete after ""I had to rebuild the entire simulator from scratch"" — compiled single-file output with full modal/coord/unit/expression coverage but scored lower than faster run 2."
rs,codex-cli,gpt-5.1-codex-mini,high,1,eval1,4,542,0.7,16.6,7000000.0,111000.0,0.5,49.0,1.0,77.0,../../results/cncsim-full-rs/codex-cli/gpt-5.1-codex-mini_high/eval1/run1/result.json,../../results/cncsim-full-rs/codex-cli/gpt-5.1-codex-mini_high/eval1/run1/transcript.jsonl,"Incomplete; no implementation — ""Progress so far: None yet; the filesystem hasn't been inspected, and no implementation work has started."" Left 77-LOC placeholder."
rs,codex-cli,gpt-5.1-codex-mini,high,2,eval1,1,542,0.2,7.2,2300000.0,46000.0,0.18,35.0,1.0,3.0,../../results/cncsim-full-rs/codex-cli/gpt-5.1-codex-mini_high/eval1/run2/result.json,../../results/cncsim-full-rs/codex-cli/gpt-5.1-codex-mini_high/eval1/run2/transcript.jsonl,"Incomplete; acknowledged — ""implementing that full specification would take far more time than this session allows, so I left output/src/main.rs as a placeholder that simply reports the simulator is not implemented."""
rs,codex-cli,gpt-5.1-codex-mini,high,3,eval1,3,542,0.6,7.2,1700000.0,54000.0,0.16,26.0,1.0,403.0,../../results/cncsim-full-rs/codex-cli/gpt-5.1-codex-mini_high/eval1/run3/result.json,../../results/cncsim-full-rs/codex-cli/gpt-5.1-codex-mini_high/eval1/run3/transcript.jsonl,"Incomplete; CLI skeleton and ""foundational runtime plumbing"" only — interpreter, motion, and trace not implemented."
rs,codex-cli,gpt-5,high,1,eval1,0,542,0.0,9.9,4100000.0,59000.0,1.21,55.0,0.0,0.0,../../results/cncsim-full-rs/codex-cli/gpt-5_high/eval1/run1/result.json,../../results/cncsim-full-rs/codex-cli/gpt-5_high/eval1/run1/transcript.jsonl,"Incomplete; wrote no code. Blamed ""CLI's shell-quoting mangles embedded quotes and braces in long here-documents."" Presented design plan only."
rs,codex-cli,gpt-5,high,2,eval1,4,542,0.7,11.1,4000000.0,58000.0,1.18,37.0,1.0,1491.0,../../results/cncsim-full-rs/codex-cli/gpt-5_high/eval1/run2/result.json,../../results/cncsim-full-rs/codex-cli/gpt-5_high/eval1/run2/transcript.jsonl,Claims complete; std-only Cargo project — but 538/542 tests failed.
rs,codex-cli,gpt-5,high,3,eval1,0,542,0.0,10.6,1900000.0,57000.0,0.89,29.0,1.0,396.0,../../results/cncsim-full-rs/codex-cli/gpt-5_high/eval1/run3/result.json,../../results/cncsim-full-rs/codex-cli/gpt-5_high/eval1/run3/transcript.jsonl,"Incomplete; acknowledged — ""wasn't able to create files in output/ because the terminal is mangling multi-line writes."" Wrote design doc in response only (396 LOC is partial stub)."
