language,agent,model,effort,run_uid,generation_eval,original_passed,original_total,original_percent,regraded_passed,regraded_total,regraded_percent,record
js,codex-cli,gpt-5.3-codex,medium,c493e9fe-bd3d-44f7-9598-6ea98f12f6ec,3.1.11,362,546,66.3004,184,555,33.1532,js-codex-cli-gpt-5.3-codex_medium-run3.json
js,codex-cli,gpt-5.3-codex,medium,df8840ea-df0e-435e-aff3-a1fde9e3d79e,3.1.11,280,546,51.2821,33,555,5.9459,js-codex-cli-gpt-5.3-codex_medium-run1.json
js,codex-cli,gpt-5.3-codex,xhigh,8c11dd76-d617-4fbd-be69-8933ca5f6935,3.1.11,490,546,89.7436,519,555,93.5135,js-codex-cli-gpt-5.3-codex_xhigh-run2.json
js,codex-cli,gpt-5.3-codex,xhigh,c09a0522-cdf8-4fde-9468-43dd8e7ff8c3,3.1.11,254,546,46.5201,503,555,90.6306,js-codex-cli-gpt-5.3-codex_xhigh-run1.json
js,codex-cli,gpt-5.3-codex,xhigh,ec7655f5-ea51-4d27-a998-e3476302ce47,3.1.11,440,546,80.5861,483,555,87.027,js-codex-cli-gpt-5.3-codex_xhigh-run3.json
js,codex-cli,gpt-5.4,high,2ff96248-4366-4cf8-a214-d71b09eb8310,3.1.11,273,546,50.0,521,555,93.8739,js-codex-cli-gpt-5.4_high-run1.json
js,codex-cli,gpt-5.4,high,38f2c4a0-65f2-4133-8001-d23642d16d92,3.1.11,263,546,48.1685,513,555,92.4324,js-codex-cli-gpt-5.4_high-run2.json
js,codex-cli,gpt-5.4,high,f11760a3-e21f-4e07-a0fa-84ad93a31e5c,3.1.11,255,546,46.7033,421,555,75.8559,js-codex-cli-gpt-5.4_high-run3.json
js,codex-cli,gpt-5.4,medium,16f3faa8-6b6c-480e-85b0-b72431b702e0,3.1.11,431,546,78.9377,438,555,78.9189,js-codex-cli-gpt-5.4_medium-run3.json
js,codex-cli,gpt-5.4,medium,353d2387-ba1e-4806-b398-9eaa62f236a0,3.1.11,460,546,84.2491,464,555,83.6036,js-codex-cli-gpt-5.4_medium-run1.json
js,codex-cli,gpt-5.4,medium,c6ec4cef-8e17-476c-ad60-53def8efd800,3.1.11,202,546,36.9963,262,555,47.2072,js-codex-cli-gpt-5.4_medium-run2.json
js,codex-cli,gpt-5.4,xhigh,03196dfd-a933-4765-b23f-82d70089fa56,3.1.11,416,546,76.1905,460,555,82.8829,js-codex-cli-gpt-5.4_xhigh-run1.json
js,codex-cli,gpt-5.4,xhigh,2ad48968-6435-42eb-9c98-ecf7795368c3,3.1.11,258,546,47.2527,464,555,83.6036,js-codex-cli-gpt-5.4_xhigh-run3.json
js,codex-cli,gpt-5.4,xhigh,ba3580c0-d6b1-4f0a-91d2-2ee7a51c9dda,3.1.11,265,546,48.5348,506,555,91.1712,js-codex-cli-gpt-5.4_xhigh-run2.json
js,codex-cli,gpt-5.4-mini,xhigh,925dbd0f-d3ad-4863-86c1-92b3b4582ae1,3.1.11,251,546,45.9707,407,555,73.3333,js-codex-cli-gpt-5.4-mini_xhigh-run1.json
js,codex-cli,gpt-5.4-mini,xhigh,be5e9953-2896-4ee2-bd3e-5c2cc221d356,3.1.11,247,546,45.2381,435,555,78.3784,js-codex-cli-gpt-5.4-mini_xhigh-run2.json
js,codex-cli,gpt-5.5,high,5d4e5207-06e5-4b15-af95-8902f7f3bf69,3.1.11,484,546,88.6447,504,555,90.8108,js-codex-cli-gpt-5.5_high-run3.json
js,codex-cli,gpt-5.5,high,aa3dc2c2-d9f7-4b09-84eb-3aef77ee20e9,3.1.11,465,546,85.1648,491,555,88.4685,js-codex-cli-gpt-5.5_high-run1.json
js,codex-cli,gpt-5.5,high,cf3b7c38-97c4-42e0-8cb2-3ebe950ea2eb,3.1.11,480,546,87.9121,529,555,95.3153,js-codex-cli-gpt-5.5_high-run2.json
js,codex-cli,gpt-5.5,medium,57e5c87b-c129-4e5b-b362-62c7a412bd6d,3.1.11,457,546,83.6996,478,555,86.1261,js-codex-cli-gpt-5.5_medium-run2.json
js,codex-cli,gpt-5.5,medium,6026cbc1-057e-48d7-a605-086fc5d7a25b,3.1.11,430,546,78.7546,458,555,82.5225,js-codex-cli-gpt-5.5_medium-run3.json
js,codex-cli,gpt-5.5,medium,eb38ff01-bca7-429f-a41a-8ac22b4f343c,3.1.11,454,546,83.1502,476,555,85.7658,js-codex-cli-gpt-5.5_medium-run1.json
js,codex-cli,gpt-5.5,xhigh,2533312c-8d09-431a-b648-c3d166261041,3.1.11,486,546,89.011,533,555,96.036,js-codex-cli-gpt-5.5_xhigh-run2.json
js,codex-cli,gpt-5.5,xhigh,6324763d-2d51-4691-b5e6-6d7a670b41d8,3.1.11,496,546,90.8425,531,555,95.6757,js-codex-cli-gpt-5.5_xhigh-run1.json
js,codex-cli,gpt-5.5,xhigh,d63a0107-4b99-467b-b26c-d3f7426bce8a,3.1.11,471,546,86.2637,529,555,95.3153,js-codex-cli-gpt-5.5_xhigh-run3.json
js,gemini-cli,gemini-3-flash-preview,default,1fcc37cf-04e1-46a0-9e76-0f6f62fbdef9,3.1.11,223,546,40.8425,227,555,40.9009,js-gemini-cli-gemini-3-flash-preview_default-run1.json
js,gemini-cli,gemini-3-flash-preview,default,3a514c5a-6898-4a93-8d9a-d7e70cc8126f,3.1.11,317,546,58.0586,319,555,57.4775,js-gemini-cli-gemini-3-flash-preview_default-run3.json
js,gemini-cli,gemini-3-flash-preview,default,6fa11cca-4bd9-43a2-99ae-5f5f16cb4c78,3.1.11,136,546,24.9084,127,555,22.8829,js-gemini-cli-gemini-3-flash-preview_default-run2.json
js,gemini-cli,gemini-3.1-pro-preview,default,0dc06c42-e1fb-4879-a40f-013472d2c38b,3.1.11,14,546,2.5641,1,555,0.1802,js-gemini-cli-gemini-3.1-pro-preview_default-run2.json
js,gemini-cli,gemini-3.1-pro-preview,default,3af763d9-db50-4d32-ba13-69fa7ccc6a7f,3.1.11,315,546,57.6923,184,555,33.1532,js-gemini-cli-gemini-3.1-pro-preview_default-run1.json
js,gemini-cli,gemini-3.1-pro-preview,default,8224c2a9-16f0-4050-9b0e-a0752af1d500,3.1.11,236,546,43.2234,185,555,33.3333,js-gemini-cli-gemini-3.1-pro-preview_default-run3.json
py,claude-code,claude-haiku-4-5,max,29952619-6b4d-48cf-9f48-db146837b19e,3.1.11,200,546,36.63,193,555,34.7748,py-claude-code-claude-haiku-4-5_max-run2.json
py,claude-code,claude-haiku-4-5,max,608c2371-6d8a-4a28-a51e-946dabb1fe41,3.1.11,101,546,18.4982,96,555,17.2973,py-claude-code-claude-haiku-4-5_max-run3.json
py,claude-code,claude-haiku-4-5,max,b3f3823f-894a-4db9-9863-92282ef86e3e,3.1.11,115,546,21.0623,108,555,19.4595,py-claude-code-claude-haiku-4-5_max-run1.json
py,claude-code,claude-opus-4-1-20250805,max,253a400a-d5ba-4082-ab8e-938520773080,3.1.11,278,546,50.9158,261,555,47.027,py-claude-code-claude-opus-4-1-20250805_max-run3.json
py,claude-code,claude-opus-4-1-20250805,max,62ebd691-8112-43fe-80e7-b1b23ed6a16a,3.1.11,320,546,58.6081,319,555,57.4775,py-claude-code-claude-opus-4-1-20250805_max-run1.json
py,claude-code,claude-opus-4-1-20250805,max,c7bf20d1-e521-4aa0-b0a4-02d3e62f3648,3.1.11,255,546,46.7033,268,555,48.2883,py-claude-code-claude-opus-4-1-20250805_max-run2.json
py,claude-code,claude-opus-4-20250514,max,16e3ccfe-680e-4874-b9dd-53c7cca09420,3.1.11,258,546,47.2527,256,555,46.1261,py-claude-code-claude-opus-4-20250514_max-run2.json
py,claude-code,claude-opus-4-20250514,max,3ac8ea72-a9b6-4f47-8a22-8dc60b06fcc6,3.1.11,316,546,57.8755,184,555,33.1532,py-claude-code-claude-opus-4-20250514_max-run3.json
py,claude-code,claude-opus-4-20250514,max,d4b97c5d-b246-422a-bd4d-6bc58b4db060,3.1.11,243,546,44.5055,1,555,0.1802,py-claude-code-claude-opus-4-20250514_max-run1.json
py,claude-code,claude-opus-4-5-20251101,max,276a5d66-ea74-4b62-b3b2-e8608bd67205,3.1.11,322,546,58.9744,163,555,29.3694,py-claude-code-claude-opus-4-5-20251101_max-run3.json
py,claude-code,claude-opus-4-5-20251101,max,567427d5-c642-4c45-9d99-56cb45dde1b8,3.1.11,414,546,75.8242,420,555,75.6757,py-claude-code-claude-opus-4-5-20251101_max-run1.json
py,claude-code,claude-opus-4-5-20251101,max,93c65ac2-d231-4905-80e3-a42872599043,3.1.11,427,546,78.2051,446,555,80.3604,py-claude-code-claude-opus-4-5-20251101_max-run2.json
py,claude-code,claude-opus-4-6,max,7a241382-10ce-4266-be36-f3f817105f29,3.1.11,409,546,74.9084,432,555,77.8378,py-claude-code-claude-opus-4-6_max-run2.json
py,claude-code,claude-opus-4-6,max,7cbbaac2-1887-47d8-b594-a4c331b53252,3.1.11,427,546,78.2051,445,555,80.1802,py-claude-code-claude-opus-4-6_max-run1.json
py,claude-code,claude-opus-4-6,max,c00808de-4751-45be-b8f2-9b929777f174,3.1.11,444,546,81.3187,184,555,33.1532,py-claude-code-claude-opus-4-6_max-run3.json
py,claude-code,claude-opus-4-7,max,4340c8b4-e4c5-407f-a800-e81e945ba65a,3.1.11,476,546,87.1795,499,555,89.9099,py-claude-code-claude-opus-4-7_max-run1.json
py,claude-code,claude-opus-4-7,max,530baba6-ab1f-4a4c-8abd-267cf4c283ec,3.1.11,468,546,85.7143,509,555,91.7117,py-claude-code-claude-opus-4-7_max-run2.json
py,claude-code,claude-opus-4-7,max,d00e693b-1bc8-472d-a55b-f2c60887cefe,3.1.11,477,546,87.3626,513,555,92.4324,py-claude-code-claude-opus-4-7_max-run3.json
py,claude-code,claude-opus-4-8,max,c11f4a80-5b02-41cb-8441-0a7185a1a5c5,3.1.11,477,546,87.3626,516,555,92.973,py-claude-code-claude-opus-4-8_max-run2.json
py,claude-code,claude-opus-4-8,max,da8ba7e0-cb09-47f6-8afc-49156588eeca,3.1.11,467,546,85.5311,479,555,86.3063,py-claude-code-claude-opus-4-8_max-run1.json
py,claude-code,claude-opus-4-8,max,daeaa575-7925-4a83-b6c9-eefeeff5a644,3.1.11,474,546,86.8132,498,555,89.7297,py-claude-code-claude-opus-4-8_max-run3.json
py,claude-code,claude-sonnet-4-20250514,max,0e5e9b79-9712-4d60-b654-377c8f3ecab5,3.1.11,165,546,30.2198,128,555,23.0631,py-claude-code-claude-sonnet-4-20250514_max-run2.json
py,claude-code,claude-sonnet-4-20250514,max,991bb43d-f648-4e7f-afd7-014cd2c334bb,3.1.11,188,546,34.4322,176,555,31.7117,py-claude-code-claude-sonnet-4-20250514_max-run3.json
py,claude-code,claude-sonnet-4-20250514,max,d79b3914-6c4f-43b1-82c9-a43846871d64,3.1.11,215,546,39.3773,195,555,35.1351,py-claude-code-claude-sonnet-4-20250514_max-run1.json
py,claude-code,claude-sonnet-4-5-20250929,max,3c3c2679-a314-4c83-aacb-0f5bb846c226,3.1.11,321,546,58.7912,325,555,58.5586,py-claude-code-claude-sonnet-4-5-20250929_max-run1.json
py,claude-code,claude-sonnet-4-5-20250929,max,e936c4ea-1737-4821-b02c-05e4f3fb2f50,3.1.11,230,546,42.1245,184,555,33.1532,py-claude-code-claude-sonnet-4-5-20250929_max-run2.json
py,claude-code,claude-sonnet-4-5-20250929,max,f52d3bd5-6e25-4a44-bbd9-449cb47ace47,3.1.11,316,546,57.8755,183,555,32.973,py-claude-code-claude-sonnet-4-5-20250929_max-run3.json
py,claude-code,claude-sonnet-4-6,max,519e756a-835b-4057-9670-cf47bf05d5b3,3.1.11,402,546,73.6264,419,555,75.4955,py-claude-code-claude-sonnet-4-6_max-run2.json
py,claude-code,claude-sonnet-4-6,max,83ada4c5-b154-421b-a8b7-d7f46638ec74,3.1.11,385,546,70.5128,389,555,70.0901,py-claude-code-claude-sonnet-4-6_max-run3.json
py,claude-code,claude-sonnet-4-6,max,fce82f26-471a-4a7c-a6e5-093da8212ed9,3.1.11,360,546,65.9341,379,555,68.2883,py-claude-code-claude-sonnet-4-6_max-run1.json
py,claude-code,claude-sonnet-5,max,56e51c9d-ff66-4949-8d30-c088ba2a8579,3.1.11,476,546,87.1795,504,555,90.8108,py-claude-code-claude-sonnet-5_max-run1.json
py,claude-code,claude-sonnet-5,max,b901da73-9f9c-414f-81d5-a0680dffe3c0,3.1.11,481,546,88.0952,521,555,93.8739,py-claude-code-claude-sonnet-5_max-run3.json
py,claude-code,claude-sonnet-5,max,e6ba33bd-a928-4b94-9f18-379f4d3ef48a,3.1.11,494,546,90.4762,519,555,93.5135,py-claude-code-claude-sonnet-5_max-run2.json
py,codex-cli,gpt-5.2,high,b112f284-f32a-46c0-9412-ab54af67ec3e,3.1.11,27,546,4.9451,402,555,72.4324,py-codex-cli-gpt-5.2_high-run2.json
py,codex-cli,gpt-5.2,high,c7bca633-23e6-4645-be87-f22738cf1fc9,3.1.11,259,546,47.4359,499,555,89.9099,py-codex-cli-gpt-5.2_high-run1.json
py,codex-cli,gpt-5.2,high,eee0278c-9a75-48a7-967c-5144d15a5ad2,3.1.11,448,546,82.0513,474,555,85.4054,py-codex-cli-gpt-5.2_high-run3.json
py,codex-cli,gpt-5.2,low,4660d246-fe13-4a34-8c24-cd1781796c43,3.1.11,264,546,48.3516,275,555,49.5495,py-codex-cli-gpt-5.2_low-run1.json
py,codex-cli,gpt-5.2,low,acdbb2e0-2af4-4b5d-aca6-d497a3063c83,3.1.11,239,546,43.7729,124,555,22.3423,py-codex-cli-gpt-5.2_low-run2.json
py,codex-cli,gpt-5.2,low,e9d67b41-a050-43e8-9bab-a6e4532ecb11,3.1.11,332,546,60.8059,345,555,62.1622,py-codex-cli-gpt-5.2_low-run3.json
py,codex-cli,gpt-5.2,medium,019944cb-0b7b-4438-8025-4c80e13db360,3.1.11,449,546,82.2344,466,555,83.964,py-codex-cli-gpt-5.2_medium-run3.json
py,codex-cli,gpt-5.2,medium,09aa6c77-ca22-4a42-9a16-8d401cbf2176,3.1.11,269,546,49.2674,249,555,44.8649,py-codex-cli-gpt-5.2_medium-run1.json
py,codex-cli,gpt-5.2,medium,cb6ba0af-9b13-45c5-addb-1d01a465f604,3.1.11,412,546,75.4579,426,555,76.7568,py-codex-cli-gpt-5.2_medium-run2.json
py,codex-cli,gpt-5.2,xhigh,3d5604ac-a1fe-4f87-b27e-22e155b1b7bc,3.1.11,271,546,49.6337,470,555,84.6847,py-codex-cli-gpt-5.2_xhigh-run1.json
py,codex-cli,gpt-5.2,xhigh,413c4f23-dac2-47ee-af32-481ef003365f,3.1.11,454,546,83.1502,485,555,87.3874,py-codex-cli-gpt-5.2_xhigh-run3.json
py,codex-cli,gpt-5.2,xhigh,b58ee083-948c-459a-9ea3-287365cdec52,3.1.11,270,546,49.4505,537,555,96.7568,py-codex-cli-gpt-5.2_xhigh-run2.json
py,codex-cli,gpt-5.3-codex,high,141c7619-0f42-4ae9-a6ab-3a3eff17bab3,3.1.11,450,546,82.4176,484,555,87.2072,py-codex-cli-gpt-5.3-codex_high-run2.json
py,codex-cli,gpt-5.3-codex,high,4b9925d0-e74b-4f6a-b2de-e494f86d7b21,3.1.11,454,546,83.1502,493,555,88.8288,py-codex-cli-gpt-5.3-codex_high-run3.json
py,codex-cli,gpt-5.3-codex,high,ed2aa908-473d-4e79-a449-1b02706ba269,3.1.11,435,546,79.6703,420,555,75.6757,py-codex-cli-gpt-5.3-codex_high-run1.json
py,codex-cli,gpt-5.3-codex,low,5fbc6b7d-c59e-4b33-90f9-043a8e4dc963,3.1.11,126,546,23.0769,132,555,23.7838,py-codex-cli-gpt-5.3-codex_low-run1.json
py,codex-cli,gpt-5.3-codex,low,c1cdc047-70af-4fe2-9588-81888ba33a05,3.1.11,217,546,39.7436,184,555,33.1532,py-codex-cli-gpt-5.3-codex_low-run3.json
py,codex-cli,gpt-5.3-codex,low,c8967a61-871e-4c2b-a7a6-e1d2da620dd4,3.1.11,121,546,22.1612,122,555,21.982,py-codex-cli-gpt-5.3-codex_low-run2.json
py,codex-cli,gpt-5.3-codex,medium,6bf472e5-bdfd-4246-9d47-1c64c9da95d1,3.1.11,297,546,54.3956,327,555,58.9189,py-codex-cli-gpt-5.3-codex_medium-run1.json
py,codex-cli,gpt-5.3-codex,medium,ce0a4a05-b01d-477b-98bf-fcf46caa23f2,3.1.11,306,546,56.044,187,555,33.6937,py-codex-cli-gpt-5.3-codex_medium-run3.json
py,codex-cli,gpt-5.3-codex,medium,e8aebc18-5177-4f94-8a98-3e226efa442d,3.1.11,268,546,49.0842,285,555,51.3514,py-codex-cli-gpt-5.3-codex_medium-run2.json
py,codex-cli,gpt-5.3-codex,xhigh,0b2418de-c1c6-4fbc-8bff-f74c2b29fac9,3.1.11,371,546,67.9487,187,555,33.6937,py-codex-cli-gpt-5.3-codex_xhigh-run3.json
py,codex-cli,gpt-5.3-codex,xhigh,0cfb3fe2-e924-4b1f-aefc-cb15d80a4a7e,3.1.11,457,546,83.6996,496,555,89.3694,py-codex-cli-gpt-5.3-codex_xhigh-run2.json
py,codex-cli,gpt-5.3-codex,xhigh,94225ded-43e9-416c-89a3-beab6b09efe7,3.1.11,441,546,80.7692,487,555,87.7477,py-codex-cli-gpt-5.3-codex_xhigh-run1.json
py,codex-cli,gpt-5.4,high,0b32b603-7ada-4899-bc66-d0dd1a01b402,3.1.11,254,546,46.5201,498,555,89.7297,py-codex-cli-gpt-5.4_high-run1.json
py,codex-cli,gpt-5.4,high,3117a578-5bf4-4d4a-815a-1185a4f3ac67,3.1.11,205,546,37.5458,488,555,87.9279,py-codex-cli-gpt-5.4_high-run3.json
py,codex-cli,gpt-5.4,high,84ee583b-2653-4f27-8542-a92a462668e9,3.1.11,256,546,46.8864,495,555,89.1892,py-codex-cli-gpt-5.4_high-run2.json
py,codex-cli,gpt-5.4,medium,1017ead0-6ed4-4e78-b86b-8e27d74e8b0e,3.1.11,201,546,36.8132,191,555,34.4144,py-codex-cli-gpt-5.4_medium-run2.json
py,codex-cli,gpt-5.4,medium,1d2b03eb-7d31-413f-a0ce-ad6e1d765e84,3.1.11,452,546,82.7839,428,555,77.1171,py-codex-cli-gpt-5.4_medium-run1.json
py,codex-cli,gpt-5.4,medium,cf4b61c4-bd61-4170-bb1f-7db4d5c0120f,3.1.11,450,546,82.4176,479,555,86.3063,py-codex-cli-gpt-5.4_medium-run3.json
py,codex-cli,gpt-5.4,xhigh,0ad78f58-b497-4b3b-87ae-a2353bf2b1cb,3.1.11,433,546,79.304,464,555,83.6036,py-codex-cli-gpt-5.4_xhigh-run2.json
py,codex-cli,gpt-5.4,xhigh,bd783394-30ff-4da0-b4a2-50e12bbfbb9c,3.1.11,417,546,76.3736,461,555,83.0631,py-codex-cli-gpt-5.4_xhigh-run3.json
py,codex-cli,gpt-5.4,xhigh,e57b2d23-4d09-4c56-b995-31bdacac2294,3.1.11,453,546,82.967,521,555,93.8739,py-codex-cli-gpt-5.4_xhigh-run1.json
py,codex-cli,gpt-5.4-mini,xhigh,3ff2f28a-d289-4eab-96c1-680057b1fb83,3.1.11,196,546,35.8974,200,555,36.036,py-codex-cli-gpt-5.4-mini_xhigh-run3.json
py,codex-cli,gpt-5.4-mini,xhigh,43acaec7-837d-41a9-b00a-a666276a0710,3.1.11,208,546,38.0952,376,555,67.7477,py-codex-cli-gpt-5.4-mini_xhigh-run2.json
py,codex-cli,gpt-5.4-mini,xhigh,5494a171-4594-44d8-ba66-864108a81871,3.1.11,409,546,74.9084,461,555,83.0631,py-codex-cli-gpt-5.4-mini_xhigh-run1.json
py,codex-cli,gpt-5.5,high,16711618-124c-40b8-a8e2-66eb5294ad30,3.1.11,487,546,89.1941,509,555,91.7117,py-codex-cli-gpt-5.5_high-run1.json
py,codex-cli,gpt-5.5,high,5a37b4e5-9b99-400e-94d3-0fb78f357b70,3.1.11,478,546,87.5458,502,555,90.4505,py-codex-cli-gpt-5.5_high-run2.json
py,codex-cli,gpt-5.5,high,d61833c2-2837-45c4-a980-964b0a15a38d,3.1.11,477,546,87.3626,511,555,92.0721,py-codex-cli-gpt-5.5_high-run3.json
py,codex-cli,gpt-5.5,medium,36b1217b-abe2-467f-9364-bee033fa98df,3.1.11,400,546,73.2601,422,555,76.036,py-codex-cli-gpt-5.5_medium-run3.json
py,codex-cli,gpt-5.5,medium,7cefcb32-1b13-4ff1-8c9f-1ed1474494de,3.1.11,450,546,82.4176,477,555,85.9459,py-codex-cli-gpt-5.5_medium-run2.json
py,codex-cli,gpt-5.5,medium,82993df7-69fd-4496-860a-b871b3fdabcd,3.1.11,465,546,85.1648,490,555,88.2883,py-codex-cli-gpt-5.5_medium-run1.json
py,codex-cli,gpt-5.5,xhigh,4931d678-366c-4b9a-ba78-cb4d7330c270,3.1.11,478,546,87.5458,516,555,92.973,py-codex-cli-gpt-5.5_xhigh-run2.json
py,codex-cli,gpt-5.5,xhigh,4fc1f54e-fc29-445d-966b-b49c8a8fc4c9,3.1.11,470,546,86.0806,522,555,94.0541,py-codex-cli-gpt-5.5_xhigh-run1.json
py,codex-cli,gpt-5.5,xhigh,a0fe40c3-2383-44ea-8f80-4d1bba9290a1,3.1.11,480,546,87.9121,514,555,92.6126,py-codex-cli-gpt-5.5_xhigh-run3.json
py,gemini-cli,gemini-3-flash-preview,default,76334bef-4752-4b8b-b665-36cc097947da,3.1.11,191,546,34.9817,184,555,33.1532,py-gemini-cli-gemini-3-flash-preview_default-run3.json
py,gemini-cli,gemini-3-flash-preview,default,e0cb92ab-45f7-488d-b9e4-b81675f599b5,3.1.11,14,546,2.5641,1,555,0.1802,py-gemini-cli-gemini-3-flash-preview_default-run1.json
py,gemini-cli,gemini-3.1-pro-preview,default,26027130-1eea-4bfb-8afb-78350ce5f196,3.1.11,123,546,22.5275,115,555,20.7207,py-gemini-cli-gemini-3.1-pro-preview_default-run2.json
py,gemini-cli,gemini-3.1-pro-preview,default,2f887595-1a3a-4c88-8f30-1c45bbe1ea0f,3.1.11,14,546,2.5641,1,555,0.1802,py-gemini-cli-gemini-3.1-pro-preview_default-run3.json
py,gemini-cli,gemini-3.1-pro-preview,default,dc0d629a-958c-4979-b3ef-ef0caa52936f,3.1.11,205,546,37.5458,202,555,36.3964,py-gemini-cli-gemini-3.1-pro-preview_default-run1.json
rs,claude-code,claude-opus-4-1-20250805,max,27317329-10e2-4e48-8791-3158d5fd2efd,3.1.11,161,546,29.4872,158,555,28.4685,rs-claude-code-claude-opus-4-1-20250805_max-run3.json
rs,claude-code,claude-opus-4-1-20250805,max,6abbe195-eeda-49d3-be15-ca79f9bcfb6e,3.1.11,242,546,44.3223,243,555,43.7838,rs-claude-code-claude-opus-4-1-20250805_max-run2.json
rs,claude-code,claude-opus-4-1-20250805,max,e554a893-f084-4e90-b751-12599a822ebe,3.1.11,303,546,55.4945,325,555,58.5586,rs-claude-code-claude-opus-4-1-20250805_max-run1.json
rs,claude-code,claude-opus-4-20250514,max,0ad0975c-0bcc-41e2-adc3-733742a7f327,3.1.11,0,546,0.0,0,555,0.0,rs-claude-code-claude-opus-4-20250514_max-run2.json
rs,claude-code,claude-opus-4-20250514,max,69604f27-6eb0-4a83-8078-e8ed79ae3980,3.1.11,0,546,0.0,0,555,0.0,rs-claude-code-claude-opus-4-20250514_max-run1.json
rs,claude-code,claude-opus-4-20250514,max,cedb3e04-e56e-49a1-97ba-49c87538ac3d,3.1.11,0,546,0.0,0,555,0.0,rs-claude-code-claude-opus-4-20250514_max-run3.json
rs,claude-code,claude-opus-4-8,max,59fa6f2e-d9f9-4815-ae93-5d4d0c839bff,3.1.11,472,546,86.4469,477,555,85.9459,rs-claude-code-claude-opus-4-8_max-run3.json
rs,claude-code,claude-opus-4-8,max,620f76d9-9145-4715-9367-dd7a976a4d51,3.1.11,458,546,83.8828,484,555,87.2072,rs-claude-code-claude-opus-4-8_max-run2.json
rs,claude-code,claude-opus-4-8,max,a1a673b7-e4e8-424e-9766-8aa20c2f4759,3.1.11,440,546,80.5861,472,555,85.045,rs-claude-code-claude-opus-4-8_max-run1.json
rs,claude-code,claude-sonnet-4-20250514,max,63dc0d4e-525b-4e0f-af1d-94e859de558f,3.1.11,0,546,0.0,0,555,0.0,rs-claude-code-claude-sonnet-4-20250514_max-run2.json
rs,claude-code,claude-sonnet-4-20250514,max,9c280f1f-3229-4c73-b722-668f162866c6,3.1.11,122,546,22.3443,1,555,0.1802,rs-claude-code-claude-sonnet-4-20250514_max-run1.json
rs,claude-code,claude-sonnet-4-20250514,max,d96dfb02-f131-45e7-a63e-4c2c36bd4528,3.1.11,0,546,0.0,0,555,0.0,rs-claude-code-claude-sonnet-4-20250514_max-run3.json
rs,claude-code,claude-sonnet-5,max,33696105-304c-4cc1-a590-4aa569615c6c,3.1.11,479,546,87.7289,501,555,90.2703,rs-claude-code-claude-sonnet-5_max-run3.json
rs,claude-code,claude-sonnet-5,max,ad735ae2-aca3-446f-b3aa-cb53df30ec28,3.1.11,478,546,87.5458,531,555,95.6757,rs-claude-code-claude-sonnet-5_max-run2.json
rs,claude-code,claude-sonnet-5,max,fc2d1c14-70af-499c-a67c-e55a205c10ba,3.1.11,489,546,89.5604,521,555,93.8739,rs-claude-code-claude-sonnet-5_max-run1.json
rs,codex-cli,gpt-5.2,high,838e4d9b-a94e-45f5-a578-d46b8adabb1e,3.1.11,264,546,48.3516,502,555,90.4505,rs-codex-cli-gpt-5.2_high-run2.json
rs,codex-cli,gpt-5.2,high,9a3c46bc-4061-4ea4-ac2a-cf793bd35f3f,3.1.11,254,546,46.5201,460,555,82.8829,rs-codex-cli-gpt-5.2_high-run3.json
rs,codex-cli,gpt-5.2,high,9e1d1dfa-90ca-44f4-9b25-91abd941d547,3.1.11,264,546,48.3516,433,555,78.018,rs-codex-cli-gpt-5.2_high-run1.json
rs,codex-cli,gpt-5.2,low,39adae9a-4875-410a-8d52-2224518e1b1f,3.1.11,274,546,50.1832,275,555,49.5495,rs-codex-cli-gpt-5.2_low-run2.json
rs,codex-cli,gpt-5.2,low,badb4f66-d4b9-46f7-a384-24c9d903a665,3.1.11,352,546,64.4689,347,555,62.5225,rs-codex-cli-gpt-5.2_low-run3.json
rs,codex-cli,gpt-5.2,low,d7dff7ab-4406-48b2-9744-ba6f8e6a9557,3.1.11,39,546,7.1429,36,555,6.4865,rs-codex-cli-gpt-5.2_low-run1.json
rs,codex-cli,gpt-5.3-codex,high,246cab59-0c07-4f26-9fce-2f1f813e0eaa,3.1.11,243,546,44.5055,396,555,71.3514,rs-codex-cli-gpt-5.3-codex_high-run1.json
rs,codex-cli,gpt-5.3-codex,high,36a7d737-f9b4-4edf-aa16-494a812d5a8a,3.1.11,356,546,65.2015,373,555,67.2072,rs-codex-cli-gpt-5.3-codex_high-run3.json
rs,codex-cli,gpt-5.3-codex,high,c8244b40-f869-4260-8314-1e08112de11f,3.1.11,366,546,67.033,179,555,32.2523,rs-codex-cli-gpt-5.3-codex_high-run2.json
rs,codex-cli,gpt-5.3-codex,low,26a75aa4-fbd9-45cd-b7d5-f898e882d78d,3.1.11,105,546,19.2308,178,555,32.0721,rs-codex-cli-gpt-5.3-codex_low-run1.json
rs,codex-cli,gpt-5.3-codex,low,66c310dc-5cbd-431b-8c65-e51222770139,3.1.11,146,546,26.7399,183,555,32.973,rs-codex-cli-gpt-5.3-codex_low-run2.json
rs,codex-cli,gpt-5.3-codex,low,92e68620-59e6-463f-b80f-c65b19704423,3.1.11,105,546,19.2308,99,555,17.8378,rs-codex-cli-gpt-5.3-codex_low-run3.json
rs,codex-cli,gpt-5.4,high,5044e289-35d4-43a5-917f-7ab73485db08,3.1.11,464,546,84.9817,474,555,85.4054,rs-codex-cli-gpt-5.4_high-run3.json
